Магазин,Файл,Дата заказа,Товар,Количество,Единица,Вес единицы,Цена за единицу (BYN),Итого (BYN)
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Молоко""ЗДРАВУШКА""3.4- 6%(паст,ПЭТ)0.93 л",4.0,л,0.93,3.14,12.56
edostavka,Check-000067.pdf,2026-02-28 08:09:08,Сливки 33% 0.5л,2.331,л,0.5,4.99,11.63
edostavka,Check-000067.pdf,2026-02-28 08:09:08,Виноград зеленый 1кг,1.382,кг,1.0,7.49,10.35
edostavka,Check-000067.pdf,2026-02-28 08:09:08,Манго зрелое 1кг,0.531,кг,1.0,14.99,7.96
edostavka,Check-000067.pdf,2026-02-28 08:09:08,Апельсин 1кг,1.296,кг,1.0,5.79,7.5
edostavka,Check-000067.pdf,2026-02-28 08:09:08,Банан 1кг,1.15,кг,1.0,5.99,6.89
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Краб.палочки""САНТАБРЕМОР""(имит.зам.)200г",2.0,г,200.0,3.39,6.78
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Напиток к/м""EXP.NORM-PRO""(виш- чер)0.5кг",2.0,кг,0.5,2.99,5.98
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Полотенца бум""FAMILIA""(XXLPlus,2сл)1рул",1.0,л,,5.79,5.79
edostavka,Check-000067.pdf,2026-02-28 08:09:08,Сгущенное молоко 8.5% 270г,2.0,г,270.0,2.71,5.42
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Сырок тв.гл.""БАБ.КРЫНКА""23%(как/ван)45г",5.0,г,45.0,1.02,5.1
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Полотенца бум""SOFFIONE""(Grande,smart,2сл",1.0,л,,4.79,4.79
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Напиток к/м""EXP.HIGH-PRO""(б/л,кл)0.25кг",1.0,кг,0.25,4.59,4.59
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Сыр плавлен. ""ДРУЖБА"" (55%) 80г",2.0,г,80.0,2.29,4.58
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Напиток к/м""EXP.BIO- SKYR""(гранат)0.5кг",1.0,кг,0.5,4.49,4.49
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Напиток к/м""EXP.BIO- SKYR""(кл/кив)0.5кг",1.0,кг,0.5,4.49,4.49
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Напиток к/м""EXP.HIGH- PRO""(чер/зем)0.25кг",1.0,кг,0.25,4.39,4.39
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Напиток к/м""EXP.HIGH- PRO""(мал/бан)0.25кг",1.0,кг,0.25,4.39,4.39
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Готовый зав.""ВИТЬБА""(шар,кукур,шок)250 г",1.0,г,250.0,4.25,4.25
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Готовый зав.""ВИТЬБА""(хлопья кук.зол)330г",1.0,г,330.0,4.25,4.25
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Груша красная""КОМИС""1кг",0.7,кг,1.0,5.99,4.19
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Сметана ""ЗДРАВУШКА""24% (пленка)400г",1.0,г,400.0,4.11,4.11
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Мука пшен.""ЛИДСКАЯ""(М54-28 в/с)2кг",1.0,кг,,4.0,4.0
edostavka,Check-000067.pdf,2026-02-28 08:09:08,Морковь мытая (пакет)1кг,1.0,кг,1.0,3.39,3.39
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Картофель (ур. 2025) РБ, 1кг",2.5,кг,1.0,1.07,2.68
edostavka,Check-000067.pdf,2026-02-28 08:09:08,Соль морская 1кг,0.502,кг,1.0,4.39,2.2
edostavka,Check-000067.pdf,2026-02-28 08:09:08,"Крупа гречневая""ФЕРМЕР"" 700г",1.0,г,700.0,2.05,2.05
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Колбаса с/в""ПАРМА""(в/с,и/г)180г",1.0,г,180.0,13.05,13.05
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Молоко""ЗДРАВУШКА""3.2%(стер,ТБА)1л",4.0,л,1.0,3.15,12.6
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Молоко""ЗДРАВУШКА""3.4- 6%(паст,ПЭТ)0.93 л",4.0,л,0.93,3.15,12.6
edostavka,Check-000068.pdf,2026-03-20 22:42:36,Сливочное масло 82.5% 400г,1.0,г,400.0,11.99,11.99
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Блинчики""БАБУШКА АНЯ""(птица)420г",2.0,г,420.0,5.49,10.98
edostavka,Check-000068.pdf,2026-03-20 22:42:36,Редис 1кг,1.648,кг,1.0,5.99,9.87
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Напиток к/м""EXP.HIGH-PRO""(б/л,кл)0.25кг",2.0,кг,0.25,4.75,9.5
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Мак.изд""PASTA ZARA"" (№80,в/с) 500г",2.0,г,500.0,4.63,9.26
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Колбаса с/в""ПРАЖСКАЯ""(в/с,и/г)180г",1.0,г,180.0,9.19,9.19
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Голень ц/б""ДЗЕРЖИНКА""(зам,лот)1кг",0.997,кг,1.0,9.18,9.15
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Готовый зав.""ВИТЬБА""(шар,кукур,шок)250 г",2.0,г,250.0,4.25,8.5
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Готовый зав.""ВИТЬБА""(хлопья кук.зол)330г",2.0,г,330.0,4.25,8.5
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Соль""ЭКОЛАЙН""(морская new,помол №0)1кг",2.0,кг,1.0,4.09,8.18
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Груша красная""КОМИС""1кг",1.068,кг,1.0,6.83,7.29
edostavka,Check-000068.pdf,2026-03-20 22:42:36,Огурец гладкий (45+)1кг,1.062,кг,1.0,6.68,7.09
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Сырок тв.гл.""БАБ.КРЫНКА""23%(как/ван)45г",6.0,г,45.0,1.03,6.18
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"ГЗ Капуста белокочанная (ур.2025) РБ, 1к",3.536,шт,1.0,1.62,5.73
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Набор ""ЗЕФИР МIX"" (глаз. с арахисом)230г",1.0,г,230.0,5.53,5.53
edostavka,Check-000068.pdf,2026-03-20 22:42:36,Молоко 3.2% 1л,1.089,л,1.0,3.05,3.32
edostavka,Check-000068.pdf,2026-03-20 22:42:36,ГЗ Морковь крупная для сока 1кг,2.541,кг,1.0,1.24,3.15
edostavka,Check-000068.pdf,2026-03-20 22:42:36,ГЗ Картофель (ур.2025) РБ 1кг,2.522,кг,1.0,1.07,2.7
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Крупа гречневая""ЭКОЛАЙН""900г",1.0,г,900.0,2.68,2.68
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Кефир""ЗДРАВУШКА""3.2%(ПЭТ)0.93кг",1.0,кг,0.93,2.6,2.6
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Йогурт""БАБ.КРЫНКА""2%(анан/манго,ст)310г",1.0,г,310.0,2.12,2.12
edostavka,Check-000068.pdf,2026-03-20 22:42:36,"Крупа гречневая""ФЕРМЕР"" 700г",1.0,г,700.0,2.09,2.09
edostavka,Check-000068.pdf,2026-03-20 22:42:36,ГЗ Свекла (Урожай 2025) РБ 1кг,1.453,кг,1.0,1.17,1.7
edostavka,Check-000068.pdf,2026-03-20 22:42:36,Морс клюквенный 0.5л,0.405,л,0.5,2.49,1.01
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Кофе мол.""JARDIN""(Коломбия супр)250г",1.0,г,250.0,18.99,18.99
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Творог""БАБ.КРЫНКА""5%(классич,пл)200г",7.0,г,200.0,2.27,15.89
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Молоко""ЗДРАВУШКА""3.4- 6%(паст,ПЭТ)0.93 л",5.0,л,0.93,3.15,15.75
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Пельмени""БАБУШКА АНЯ""(сочные)430г",2.0,г,430.0,6.54,13.08
edostavka,Check-000069.pdf,2026-03-29 19:50:06,Хурма 1кг,1.794,кг,1.0,6.99,12.54
edostavka,Check-000069.pdf,2026-03-29 19:50:06,Апельсин 1кг,1.901,кг,1.0,5.79,11.01
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Йогурт""TEOS""2%(греческ,черн,ст)250г",4.0,г,250.0,2.7,10.8
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Вареники""БАБУШКА АНЯ""(с творогом)430г",2.0,г,430.0,5.05,10.1
edostavka,Check-000069.pdf,2026-03-29 19:50:06,Пирожное корзиночка 90г,5.0,г,90.0,1.95,9.75
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Молоко""ЗДРАВУШКА""3.2%(стер,ТБА)1л",3.0,л,1.0,3.15,9.45
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Напиток к/м""EXP.BIO- SKYR""(гранат)0.5кг",2.0,кг,0.5,4.59,9.18
edostavka,Check-000069.pdf,2026-03-29 19:50:06,Печенье сахарное 250г,4.0,г,250.0,2.15,8.6
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Готовый зав.""ВИТЬБА""(хлопья кук.зол)330г",2.0,г,330.0,4.25,8.5
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Готовый зав.""ВИТЬБА""(шар,кукур,шок)250 г",2.0,г,250.0,4.25,8.5
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Йогурт""TEOS""2%(греческ,манг/чиа,ст)140г",5.0,г,140.0,1.69,8.45
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Вареники ""БАБУШКА АНЯ"" (карт/грибы) 430г",2.0,г,430.0,4.19,8.38
edostavka,Check-000069.pdf,2026-03-29 19:50:06,Банан 1кг,1.109,кг,1.0,6.49,7.2
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Сырок тв.гл.""БАБ.КРЫНКА""23%(как/ван)45г",6.0,г,45.0,1.03,6.18
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Напиток к/м""EXP.BIO- SKYR""(плом/стр)0.5кг",1.0,кг,0.5,4.59,4.59
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Напиток к/м""EXP.HIGH- PRO""(кок/ми)0.25кг",1.0,кг,0.25,4.59,4.59
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Напиток к/м""EXP.HIGH- PRO""(чер/зем)0.25кг",1.0,кг,0.25,4.59,4.59
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Напиток к/м""EXP.HIGH- PRO""(кл/арб)0.25кг",1.0,кг,0.25,4.59,4.59
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Напиток к/м""EXP.BIO- SKYR""(черн/гол)0.5кг",1.0,кг,0.5,4.59,4.59
edostavka,Check-000069.pdf,2026-03-29 19:50:06,Свекла 1кг,2.34,кг,1.0,1.75,4.09
edostavka,Check-000069.pdf,2026-03-29 19:50:06,Сок детский 0.2л,2.935,л,0.2,1.29,3.79
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Кефир""ЗДРАВУШКА""3.2%(ПЭТ)0.93кг",1.0,кг,0.93,2.6,2.6
edostavka,Check-000069.pdf,2026-03-29 19:50:06,"Крупа гречневая""ФЕРМЕР"" 700г",1.0,г,700.0,2.09,2.09
edostavka,Check-000069.pdf,2026-03-29 19:50:06,Творог 5% 200г,1.0,г,200.0,1.95,1.95
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Колбаса с/в""ПАРМА""(в/с,и/г)180г",1.0,г,180.0,13.05,13.05
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Готовый зав.""ВИТЬБА""(шар,кукур,шок)250 г",3.0,г,250.0,4.25,12.75
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Сосиски""ТРОИЦКИЕ XXL""(в/с,в/у)470г",2.0,г,470.0,6.37,12.74
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Напиток к/м""EXP.NORM-PRO""(перс- абр)0.5кг",4.0,кг,0.5,3.15,12.6
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Напиток к/м""EXP.NORM-PRO""(кл- вн.сл)0.5кг",4.0,кг,0.5,3.15,12.6
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Бумага туал.""PAPIA""(балий.цвет,3сл)8рул",1.0,л,,12.57,12.57
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Молоко""ЗДРАВУШКА""3.2%(стер,ТБА)1л",4.0,л,1.0,2.92,11.68
edostavka,Check-000070.pdf,2026-04-11 21:48:10,Яблоко Гренни Смит 1кг,1.871,кг,1.0,5.99,11.21
edostavka,Check-000070.pdf,2026-04-11 21:48:10,Картофель мытый (фас) 1кг,2.96,кг,1.0,3.49,10.33
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Киви (в корзинке,вес.)1кг",0.99,кг,1.0,10.39,10.29
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Голень ц/б""ДЗЕРЖИНКА""(зам,лот)1кг",1.055,кг,1.0,9.18,9.68
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Готовый зав.""ВИТЬБА""(хлопья кук.зол)330г",2.0,г,330.0,4.25,8.5
edostavka,Check-000070.pdf,2026-04-11 21:48:10,Редис красный 1 кг,0.981,кг,1.0,7.59,7.45
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"П/ф фарш инд""ФИРМЕННЫЙ""(охл,лот)450г",1.0,г,450.0,7.41,7.41
edostavka,Check-000070.pdf,2026-04-11 21:48:10,Банан 1кг,1.204,кг,1.0,5.99,7.21
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Йогурт""TEOS""2%(греческ,манг/чиа,ст)140г",4.0,г,140.0,1.7,6.8
edostavka,Check-000070.pdf,2026-04-11 21:48:10,Авокадо 1 кг,0.37,кг,1.0,17.99,6.66
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Бумага туал.""SIPTO""(Premium,бел,3сл)8рул",1.0,л,,6.42,6.42
edostavka,Check-000070.pdf,2026-04-11 21:48:10,Огурец гладкий (45+)1кг,0.721,кг,1.0,8.13,5.86
edostavka,Check-000070.pdf,2026-04-11 21:48:10,Капуста белокочанная ранняя(салатная)1кг,1.108,кг,1.0,4.95,5.48
edostavka,Check-000070.pdf,2026-04-11 21:48:10,Лимон 1кг,0.583,кг,1.0,9.07,5.29
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Мак.изд""PASTA ZARA"" (№80,в/с) 500г",1.0,г,500.0,4.58,4.58
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Йогурт""БАБ.КРЫНКА""2%(анан/манго,ст)310г",2.0,г,310.0,2.12,4.24
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Йогурт""БАБ.КРЫНКА""2%(вишня- череш,ст)310г",2.0,г,310.0,2.12,4.24
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Сливки""СНОВ""12%(пит,пленка)0.5л",1.0,л,0.5,3.25,3.25
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Мармелад жел.""КР.ПИЩЕВИК""(ап/л.дол)210г",1.0,г,210.0,2.64,2.64
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Картофель (ур. 2025) РБ, 1кг",2.464,кг,1.0,1.07,2.64
edostavka,Check-000070.pdf,2026-04-11 21:48:10,ГЗ Морковь (ур.2025) РБ 1кг,1.909,кг,1.0,1.35,2.58
edostavka,Check-000070.pdf,2026-04-11 21:48:10,"Батон ""ДЛЯ ВАШЕЙ СЕМЬИ""(нарез,в/с)240г",2.0,г,240.0,1.22,2.44
edostavka,Check-000070.pdf,2026-04-11 21:48:10,ГЗ Лук репчатый (урожай 2025) РБ 1кг,1.408,кг,1.0,1.68,2.37
edostavka,Check-000070.pdf,2026-04-11 21:48:10,ГЗ Свекла (Урожай 2025) РБ 1кг,1.6,кг,1.0,1.17,1.87
edostavka,Check-000071.pdf,2024-11-15 20:42:46,Пряники медовые 200г,5.0,г,200.0,1.99,9.95
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Блинчики""БАБУШКА АНЯ""(птица)420г",2.0,г,420.0,4.93,9.86
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Блинчики""БАБУШКА АНЯ""(с творогом)360г",2.0,г,360.0,4.42,8.84
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Молоко""ЗДРАВУШКА""3.4- 6%(паст,ПЭТ)0.93л",3.0,л,0.93,2.71,8.13
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Напиток к/м""EXP.HIGH-PRO""(дыня)250г",2.0,г,250.0,3.99,7.98
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Напиток к/м""EXP.HIGH- PRO""(безл,кл)250мл",2.0,л,250.0,3.99,7.98
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Яйцо куриное (С-1,бел,х10,карт.)Кобрин",2.0,л,,3.83,7.66
edostavka,Check-000071.pdf,2024-11-15 20:42:46,Хурма 1кг,1.15,кг,1.0,6.59,7.58
edostavka,Check-000071.pdf,2024-11-15 20:42:46,Зелень (укроп/петрушка) 100г,3.0,г,100.0,2.49,7.47
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Колбаса с/в""ПРАЖСКАЯ""(экс,игаз,мб)180г",1.0,г,180.0,6.82,6.82
edostavka,Check-000071.pdf,2024-11-15 20:42:46,Салфетки влажные 64шт,2.0,шт,64.0,3.29,6.58
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Хурма""КОРОЛЕК""1кг",0.994,кг,1.0,6.49,6.45
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Молоко""САВУШКИН""3.1%(у/пас,ТБА)1л",2.0,л,1.0,3.19,6.38
edostavka,Check-000071.pdf,2024-11-15 20:42:46,Мандарин 1 кг,1.195,кг,1.0,4.99,5.96
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Вафли""ВОСТОЧНЫЕ""(микс)210г",1.0,г,210.0,5.57,5.57
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Йогурт""TEOS""2%(греческ,орех-мёд)250г",2.0,г,250.0,2.54,5.08
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Йогурт""TEOS""2%(греческ,злак/кл.льна)250г",2.0,г,250.0,2.54,5.08
edostavka,Check-000071.pdf,2024-11-15 20:42:46,Банан 1кг,1.077,кг,1.0,4.59,4.94
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Пюре""НЕПОСЕДА""(ябл, кл,йог)185г",3.0,г,185.0,1.55,4.65
edostavka,Check-000071.pdf,2024-11-15 20:42:46,Томат (Беларусь)1кг,0.957,кг,1.0,4.79,4.58
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Напиток к/м""EXP.HIGH- PRO""(клуб/арб)250г",1.0,г,250.0,3.99,3.99
edostavka,Check-000071.pdf,2024-11-15 20:42:46,Пирожное корзиночка 90г,2.0,г,90.0,1.95,3.9
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Печенье""СЛОДЫЧ""(Мариэрта)430г",1.0,г,430.0,3.7,3.7
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Пюре""НЕПОСЕДА""(ябл, йог)185г",2.0,г,185.0,1.55,3.1
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Конс.мол.сгущ.""РОГАЧЕВЪ""8.5%(с/с)270г",1.0,г,270.0,2.71,2.71
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Вафли""ВИТОША""(шоколад)143г",1.0,г,143.0,1.88,1.88
edostavka,Check-000071.pdf,2024-11-15 20:42:46,Рогалик с маком 100г,2.0,г,100.0,0.89,1.78
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Вафли""СПАРТАК""(на фруктозе)100г",1.0,г,100.0,1.73,1.73
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Йогурт""БЕЛЛАКТ""2.9%(голубика,ДП)100г",2.0,г,100.0,0.77,1.54
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Йогурт""БЕЛЛАКТ""3%(малин./земл,ДП)100г",2.0,г,100.0,0.77,1.54
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Йогурт""БЕЛЛАКТ""3%(ябл,перс,бан,ДП)100г",2.0,г,100.0,0.77,1.54
edostavka,Check-000071.pdf,2024-11-15 20:42:46,"Йогурт""БЕЛЛАКТ""3%(черн-зем- еж,ст,ДП)100г",2.0,г,100.0,0.77,1.54
edostavka,Check-000072.pdf,2024-11-22 23:27:49,"Арахис""НИКИТИН""(жареный)200г",2.0,г,200.0,3.49,6.98
edostavka,Check-000072.pdf,2024-11-22 23:27:49,Морс клюквенный 0.5л,2.797,л,0.5,2.49,6.96
edostavka,Check-000072.pdf,2024-11-22 23:27:49,"Маршмеллоу ""БОН ПАРИ ""(кислые/суфле)65г",2.0,г,65.0,3.2,6.4
edostavka,Check-000072.pdf,2024-11-22 23:27:49,"Йогурт""TEOS""2%(греческ,клубник,стак)140г",4.0,г,140.0,1.59,6.36
edostavka,Check-000072.pdf,2024-11-22 23:27:49,"Йогурт""TEOS""2%(греческ,вишня,стак)140г",4.0,г,140.0,1.59,6.36
edostavka,Check-000072.pdf,2024-11-22 23:27:49,"Бекон св.""ЧЕРКИЗОВО""(мс,ивак,нар)180г",1.0,г,180.0,5.59,5.59
edostavka,Check-000072.pdf,2024-11-22 23:27:49,"Вафли""ВОСТОЧНЫЕ""(микс)210г",1.0,г,210.0,5.27,5.27
edostavka,Check-000072.pdf,2024-11-22 23:27:49,Банан 1кг,1.165,кг,1.0,4.45,5.18
edostavka,Check-000072.pdf,2024-11-22 23:27:49,"Йогурт""TEOS""2%(греческ,черника)250г",2.0,г,250.0,2.54,5.08
edostavka,Check-000072.pdf,2024-11-22 23:27:49,Мука пшеничная 2кг,1.275,кг,2.0,2.99,3.81
edostavka,Check-000072.pdf,2024-11-22 23:27:49,"Зефир жев.""ПУХЛЫЙ КРОЛИК""(пломб)85г",2.0,г,85.0,1.89,3.78
edostavka,Check-000072.pdf,2024-11-22 23:27:49,"Зефир жев.""ПУХЛЫЙ КРОЛИК""(Bubble Gum)85г",2.0,г,85.0,1.89,3.78
edostavka,Check-000072.pdf,2024-11-22 23:27:49,Уксус столовый 0.5л,1.849,л,0.5,1.89,3.49
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Подгузники-трусики детские, впитывающие ""TOKISAN""(р5,XL)40шт",1.0,шт,40.0,19.99,19.99
edostavka,Check-000073.pdf,2024-11-29 22:17:03,Конфеты шоколадные 250г,3.0,г,250.0,5.99,17.97
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Вафли""ВОСТОЧНЫЕ""(сгущ.с арахисом)190г",4.0,г,190.0,3.99,15.96
edostavka,Check-000073.pdf,2024-11-29 22:17:03,Колбаса вареная 400г,3.0,г,400.0,4.58,13.74
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Вареники""БАБУШКА АНЯ""(с творогом)430г",3.0,г,430.0,3.29,9.87
edostavka,Check-000073.pdf,2024-11-29 22:17:03,Хурма 1кг,1.175,кг,1.0,7.89,9.27
edostavka,Check-000073.pdf,2024-11-29 22:17:03,Виноград черный 1кг,0.938,кг,1.0,8.99,8.43
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Молоко""ЗДРАВУШКА""3.4- 6%(паст,ПЭТ)0.93 л",3.0,л,0.93,2.71,8.13
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Салфетки влаж.дет""WATASHI""(д- пант.)80шт",2.0,шт,80.0,3.99,7.98
edostavka,Check-000073.pdf,2024-11-29 22:17:03,Мандарин 1 кг,1.107,кг,1.0,7.15,7.92
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Тыква""КРАУН ПРИНЦ""(Беларусь)1кг",2.48,кг,1.0,2.79,6.92
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Колбаса с/в""ПРАЖСКАЯ""(экс,игаз,мб)180г",1.0,г,180.0,6.82,6.82
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Зефир жев.""ПУХЛЫЙ КРОЛИК""(Bubble Gum)85г",3.0,г,85.0,1.89,5.67
edostavka,Check-000073.pdf,2024-11-29 22:17:03,Молоко 1.5% 1л,1.923,л,1.0,2.75,5.29
edostavka,Check-000073.pdf,2024-11-29 22:17:03,Яблоко Гренни Смит 1кг,0.845,кг,1.0,5.99,5.06
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Киви""БАБОЧКА""1кг",0.896,кг,1.0,5.59,5.01
edostavka,Check-000073.pdf,2024-11-29 22:17:03,Шпроты 160г,1.0,г,160.0,4.49,4.49
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Напиток к/м""EXP.HIGH- PRO""(безл,кл)0.25кг",1.0,кг,0.25,3.99,3.99
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Напиток к/м""EXP.HIGH-PRO""(кл/арб)0.25кг",1.0,кг,0.25,3.99,3.99
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Зефир жев.""ПУХЛЫЙ КРОЛИК""(клуб/слив)85г",2.0,г,85.0,1.89,3.78
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Печенье""СЛОДЫЧ""(Мариэрта)430г",1.0,г,430.0,3.7,3.7
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Йогурт""БЕЛЛАКТ""2.9%(голубика,ДП)100г",2.0,г,100.0,0.77,1.54
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Йогурт""БЕЛЛАКТ""3%(черн-зем- еж,ст,ДП)100г",2.0,г,100.0,0.77,1.54
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Йогурт""БЕЛЛАКТ""3%(малин./земл,ДП)100г",2.0,г,100.0,0.77,1.54
edostavka,Check-000073.pdf,2024-11-29 22:17:03,"Йогурт""БЕЛЛАКТ""3%(ябл,перс,бан,ДП)100г",2.0,г,100.0,0.77,1.54
edostavka,Check-000074.pdf,2024-12-06 19:13:11,"Молоко""ЗДРАВУШКА""3.4- 6%(паст,ПЭТ)0.93 л",4.0,л,0.93,2.6,10.4
edostavka,Check-000074.pdf,2024-12-06 19:13:11,"Карбонад св.""ДОМАШНИЙ""(к/в,в/у,п/н)1кг",0.452,кг,1.0,22.67,10.25
edostavka,Check-000074.pdf,2024-12-06 19:13:11,Апельсин 1кг,1.586,кг,1.0,5.79,9.18
edostavka,Check-000074.pdf,2024-12-06 19:13:11,"Вафли""ВОСТОЧНЫЕ""(микс)210г",2.0,г,210.0,4.49,8.98
edostavka,Check-000074.pdf,2024-12-06 19:13:11,Хурма 1кг,1.145,кг,1.0,7.59,8.69
edostavka,Check-000074.pdf,2024-12-06 19:13:11,"Молоко""ЗДРАВУШКА""3.2%(стер,ТБА)1л",3.0,л,1.0,2.76,8.28
edostavka,Check-000074.pdf,2024-12-06 19:13:11,"Напиток к/м""EXP.HIGH- PRO""(безл,кл)0.25кг",2.0,кг,0.25,3.99,7.98
edostavka,Check-000074.pdf,2024-12-06 19:13:11,"Колбаса с/в""БИРОБИДЖАН""(экс,игаз,мб)180г",1.0,г,180.0,6.97,6.97
